"","SUBJ_ID","YA_Education"
"2524","CC722983",6
"2525","CC723033",7
"2526","CC723079",6
"2527","CC723100",NA
"2528","CC723119",6
"2529","CC723135",5
"2530","CC723197",6
"2531","CC723213",NA
"2532","CC723287",6
"2533","CC723292",4
"2534","CC723357",3
"2535","CC723395",5
"2536","CC723459",3
"2537","CC723471",NA
"2538","CC723493",8
"2539","CC723507",NA
"2540","CC723699",NA
"2541","CC723712",3
"2542","CC723741",NA
"2543","CC723792",6
"2544","CC724034",6
"2545","CC810026",NA
"2546","CC810041",NA
"2547","CC810074",NA
"2548","CC810094",NA
"2549","CC810098",2
"2550","CC810099",NA
"2551","CC810106",NA
"2552","CC810116",6
"2553","CC810119",4
"2554","CC810144",2
"2555","CC810148",NA
"2556","CC810155",3
"2557","CC810168",NA
"2558","CC810175",NA
"2559","CC810177",3
"2560","CC810183",NA
"2561","CC810188",8
"2562","CC810228",NA
"2563","CC810231",NA
"2564","CC810244",6
"2565","CC810246",2
"2566","CC810249",NA
"2567","CC810270",NA
"2568","CC810272",NA
"2569","CC810286",2
"2570","CC810301",4
"2571","CC810315",NA
"2572","CC810333",4
"2573","CC810334",NA
"2574","CC810343",NA
"2575","CC810353",3
"2576","CC810363",NA
"2577","CC810372",NA
"2578","CC810383",NA
"2579","CC810386",NA
"2580","CC810396",NA
"2581","CC810405",NA
"2582","CC810420",NA
"2583","CC810436",NA
"2584","CC810438",5
"2585","CC810441",6
"2586","CC810452",NA
"2587","CC812002",NA
"2588","CC812030",NA
"2589","CC812031",NA
"2590","CC820004",6
"2591","CC820017",NA
"2592","CC820031",6
"2593","CC820044",NA
"2594","CC820047",3
"2595","CC820052",NA
"2596","CC820053",NA
"2597","CC820059",NA
"2598","CC820072",NA
"2599","CC820088",NA
"2600","CC820091",6
"2601","CC820107",4
"2602","CC820116",4
"2603","CC820125",3
"2604","CC820126",NA
"2605","CC820147",2
"2606","CC820169",NA
"2607","CC820174",5
"2608","CC820187",3
"2609","CC820188",6
"2610","CC820189",NA
"2611","CC820198",NA
"2612","CC820203",NA
"2613","CC820207",NA
"2614","CC820223",8
"2615","CC820243",6
"2616","CC820249",NA
"2617","CC820258",NA
"2618","CC820259",8
"2619","CC820264",NA
"2620","CC820282",NA
"2621","CC820304",NA
"2622","CC820305",6
"2623","CC820324",NA
"2624","CC820343",NA
"2625","CC820356",NA
"2626","CC820361",NA
"2627","CC820375",3
"2628","CC820376",NA
"2629","CC820384",2
"2630","CC820407",NA
"2631","CC820421",NA
"2632","CC820432",2
"2633","CC820435",NA
"2634","CC820437",4
"2635","CC820444",NA
"2636","CC820452",5
"2637","CC820453",NA
"2638","CC820461",NA
"2639","CC820488",NA
"2640","CC820489",NA
"2641","CC820501",NA
"2642","CC820506",NA
"2643","CC820510",NA
"2644","CC820517",NA
"2645","CC820520",NA
"2646","CC820530",NA
"2647","CC820548",NA
"2648","CC820565",2
"2649","CC820577",NA
"2650","CC820587",NA
"2651","CC820588",NA
"2652","CC820601",NA
"2653","CC820617",NA
"2654","CC820636",NA
"2655","CC820640",NA
"2656","CC820645",NA
"2657","CC820657",NA
"2658","CC820667",NA
"2659","CC820675",3
"2660","CC820689",NA
"2661","CC820701",NA
"2662","CC820708",NA
"2663","CC820711",NA
"2664","CC820722",5
"2665","CC820740",NA
"2666","CC820745",NA
"2667","CC820758",3
"2668","CC820765",2
"2669","CC820771",6
"2670","CC820790",NA
"2671","CC820842",4
"2672","CC820862",NA
"2673","CC820910",NA
"2674","CC820960",NA
"2675","CC820974",NA
"2676","CC820998",5
"2677","CC821061",6
"2678","CC821077",NA
"2679","CC821078",NA
"2680","CC821083",NA
"2681","CC821090",6
